-10.0;-0.1745329;-0.0688287;+3.1865057;-0.0006454;-0.2482826;+0.0006454;-0.0041418;+305.7987151
-09.0;-0.1570796;-0.0569809;+2.9635415;-0.0007361;-0.2173911;+0.0007361;-0.0704903;+315.6288050
-08.0;-0.1396263;-0.0545491;+2.8963385;-0.0007643;-0.1966532;+0.0007643;-0.1022714;+320.8000950
-07.0;-0.1221730;-0.0520201;+2.8934862;-0.0007601;-0.1759767;+0.0007601;-0.1213158;+324.8301561
-06.0;-0.1047198;-0.0585047;+2.9149874;-0.0007462;-0.1646897;+0.0007462;-0.1271408;+326.0676244
-05.0;-0.0872665;-0.0657890;+3.0365905;-0.0006854;-0.1542619;+0.0006854;-0.1137925;+325.7976346
-04.0;-0.0698132;-0.0513661;+2.8758771;-0.0007574;-0.1217759;+0.0007574;-0.1744575;+335.4107075
-03.0;-0.0523599;-0.0596238;+2.9585063;-0.0007142;-0.1124541;+0.0007142;-0.1668609;+335.3164275
-02.0;-0.0349066;-0.0524743;+2.8763925;-0.0007518;-0.0876040;+0.0007518;-0.2064355;+341.7857068
-01.0;-0.0174533;-0.0508512;+2.8660262;-0.0007550;-0.0684109;+0.0007550;-0.2268794;+345.9052700
+00.0;+0.0000000;-0.0585116;+2.9046884;-0.0007341;-0.0585784;+0.0007341;-0.2285461;+346.4672718
+01.0;+0.0174533;-0.0593965;+2.9086230;-0.0007309;-0.0419678;+0.0007309;-0.2439039;+349.6398844
+02.0;+0.0349066;-0.0570105;+2.8750912;-0.0007471;-0.0221075;+0.0007471;-0.2700995;+354.2865264
+03.0;+0.0523599;-0.0556063;+2.8774804;-0.0007455;-0.0032464;+0.0007455;-0.2883361;+358.0697475
+04.0;+0.0698132;-0.0568164;+2.8667723;-0.0007512;+0.0129975;+0.0007512;-0.3068089;+361.2392165
+05.0;+0.0872665;-0.0475516;+2.8198200;-0.0007775;+0.0397357;+0.0007775;-0.3438411;+368.0505982
+06.0;+0.1047198;-0.0531578;+2.8519454;-0.0007610;+0.0516077;+0.0007610;-0.3492224;+369.4756690
+07.0;+0.1221730;-0.0534269;+2.8469219;-0.0007652;+0.0688547;+0.0007652;-0.3681395;+372.9878940
+08.0;+0.1396263;-0.0523298;+2.8403600;-0.0007710;+0.0875190;+0.0007710;-0.3890616;+376.8947568
+09.0;+0.1570796;-0.0505426;+2.8291992;-0.0007800;+0.1069420;+0.0007800;-0.4120076;+381.1244669
+10.0;+0.1745329;-0.0557123;+2.8504745;-0.0007705;+0.1193830;+0.0007705;-0.4207484;+382.7876492
+11.0;+0.1919862;-0.0522965;+2.8376033;-0.0007818;+0.1406055;+0.0007818;-0.4463654;+387.7142464
+12.0;+0.2094395;-0.0528950;+2.8341012;-0.0007877;+0.1578359;+0.0007877;-0.4658975;+391.2819869
+13.0;+0.2268928;-0.0524415;+2.8313954;-0.0007939;+0.1762429;+0.0007939;-0.4867455;+395.1133364
+14.0;+0.2443461;-0.0511873;+2.8256870;-0.0008027;+0.1955974;+0.0008027;-0.5095319;+399.4076570
+15.0;+0.2617994;-0.0516521;+2.8261512;-0.0008080;+0.2132965;+0.0008080;-0.5293153;+402.9562108
+16.0;+0.2792527;-0.0518340;+2.8249273;-0.0008149;+0.2314222;+0.0008149;-0.5501536;+406.7621645
+17.0;+0.2967060;-0.0513643;+2.8251249;-0.0008219;+0.2503857;+0.0008219;-0.5718363;+410.8294758
+18.0;+0.3141593;-0.0521605;+2.8242123;-0.0008296;+0.2681629;+0.0008296;-0.5926115;+414.3843969
+19.0;+0.3316126;-0.0523640;+2.8194724;-0.0008404;+0.2867409;+0.0008404;-0.6154122;+418.3393737
+20.0;+0.3490659;-0.0510007;+2.8172150;-0.0008512;+0.3072176;+0.0008512;-0.6401153;+422.8892308
+21.0;+0.3665191;-0.0509638;+2.8162405;-0.0008612;+0.3264639;+0.0008612;-0.6633045;+427.0973839
+22.0;+0.3839724;-0.0505748;+2.8107833;-0.0008750;+0.3463256;+0.0008750;-0.6885589;+431.5349125
+23.0;+0.4014257;-0.0505786;+2.8102139;-0.0008863;+0.3659888;+0.0008863;-0.7126426;+435.7483760
+24.0;+0.4188790;-0.0498453;+2.8065451;-0.0009009;+0.3867519;+0.0009009;-0.7391031;+440.4391242
+25.0;+0.4363323;-0.0511376;+2.8068892;-0.0009123;+0.4054487;+0.0009123;-0.7622522;+444.3437121
+26.0;+0.4537856;-0.0500472;+2.8043896;-0.0009281;+0.4272069;+0.0009281;-0.7902082;+449.2854194
+27.0;+0.4712389;-0.0500201;+2.8002690;-0.0009452;+0.4480352;+0.0009452;-0.8177183;+454.0311298
+28.0;+0.4886922;-0.0481326;+2.7976894;-0.0009640;+0.4714643;+0.0009640;-0.8484743;+459.4649660
+29.0;+0.5061455;-0.0486586;+2.7955267;-0.0009813;+0.4923226;+0.0009813;-0.8761265;+464.1046684
+30.0;+0.5235988;-0.0496084;+2.7945622;-0.0009984;+0.5129962;+0.0009984;-0.9034900;+468.6328500
+31.0;+0.5410521;-0.0475379;+2.7908046;-0.0010219;+0.5379106;+0.0010219;-0.9375727;+474.5104933
+32.0;+0.5585054;-0.0479831;+2.7887351;-0.0010427;+0.5600446;+0.0010427;-0.9678442;+479.5871716
+33.0;+0.5759587;-0.0465302;+2.7868984;-0.0010669;+0.5851495;+0.0010669;-1.0024235;+485.6328800
+34.0;+0.5934119;-0.0460464;+2.7845493;-0.0010918;+0.6094863;+0.0010918;-1.0365172;+491.2983908
+35.0;+0.6108652;-0.0471816;+2.7824187;-0.0011159;+0.6320930;+0.0011159;-1.0685309;+496.3582336
+36.0;+0.6283185;-0.0456027;+2.7794382;-0.0011461;+0.6590569;+0.0011461;-1.1073113;+503.0616584
+37.0;+0.6457718;-0.0447339;+2.7781308;-0.0011758;+0.6856617;+0.0011758;-1.1455290;+509.4384672
+38.0;+0.6632251;-0.0460187;+2.7761633;-0.0012043;+0.7097000;+0.0012043;-1.1807265;+514.8890439
+39.0;+0.6806784;-0.0445203;+2.7738791;-0.0012399;+0.7385891;+0.0012399;-1.2235197;+522.0597498
+40.0;+0.6981317;-0.0434316;+2.7711894;-0.0012775;+0.7676475;+0.0012775;-1.2672796;+529.3153159
+41.0;+0.7155850;-0.0427228;+2.7696740;-0.0013157;+0.7969234;+0.0013157;-1.3115180;+536.4167918
+42.0;+0.7330383;-0.0423531;+2.7669028;-0.0013571;+0.8264887;+0.0013571;-1.3572504;+543.7892978
+43.0;+0.7504916;-0.0418644;+2.7651351;-0.0014005;+0.8571444;+0.0014005;-1.4048818;+551.5216341
+44.0;+0.7679449;-0.0415935;+2.7631336;-0.0014466;+0.8883682;+0.0014466;-1.4541336;+559.2367738
+45.0;+0.7853982;-0.0403016;+2.7610812;-0.0014987;+0.9224791;+0.0014987;-1.5086471;+567.9607030
+46.0;+0.8028515;-0.0399921;+2.7592530;-0.0015516;+0.9559088;+0.0015516;-1.5627659;+576.4870889
+47.0;+0.8203047;-0.0386735;+2.7570551;-0.0016120;+0.9924945;+0.0016120;-1.6229598;+585.9959815
+48.0;+0.8377580;-0.0378605;+2.7551607;-0.0016749;+1.0294276;+0.0016749;-1.6845104;+595.7853569
+49.0;+0.8552113;-0.0377880;+2.7535952;-0.0017396;+1.0661928;+0.0017396;-1.7465527;+605.4096544
+50.0;+0.8726646;-0.0359646;+2.7517077;-0.0018165;+1.1082523;+0.0018165;-1.8187061;+616.5728374
+51.0;+0.8901179;-0.0361244;+2.7495712;-0.0018917;+1.1475430;+0.0018917;-1.8874048;+627.0668986
+52.0;+0.9075712;-0.0349197;+2.7475239;-0.0019790;+1.1917218;+0.0019790;-1.9657381;+639.0093613
+53.0;+0.9250245;-0.0345420;+2.7461234;-0.0020687;+1.2358181;+0.0020687;-2.0448938;+651.0223497
+54.0;+0.9424778;-0.0332392;+2.7446786;-0.0021711;+1.2843500;+0.0021711;-2.1334749;+664.5171307
+55.0;+0.9599311;-0.0326412;+2.7430733;-0.0022788;+1.3333185;+0.0022788;-2.2245656;+678.2189222
+56.0;+0.9773844;-0.0327692;+2.7408683;-0.0023924;+1.3825866;+0.0023924;-2.3182702;+691.9918425
+57.0;+0.9948377;-0.0314468;+2.7399050;-0.0025243;+1.4387167;+0.0025243;-2.4259862;+708.2804368
+58.0;+1.0122910;-0.0304296;+2.7376875;-0.0026692;+1.4969741;+0.0026692;-2.5409339;+724.9740125
+59.0;+1.0297443;-0.0299050;+2.7373226;-0.0028206;+1.5568572;+0.0028206;-2.6600175;+742.7931699
+60.0;+1.0471976;-0.0300844;+2.7338203;-0.0029872;+1.6176402;+0.0029872;-2.7859593;+760.5230056
+61.0;+1.0646508;-0.0282151;+2.7329390;-0.0031863;+1.6897896;+0.0031863;-2.9359960;+782.3157721
+62.0;+1.0821041;-0.0273376;+2.7331469;-0.0033940;+1.7627296;+0.0033940;-3.0901340;+804.9081468
+63.0;+1.0995574;-0.0256780;+2.7312072;-0.0036413;+1.8439776;+0.0036413;-3.2681090;+830.1223818
+64.0;+1.1170107;-0.0257101;+2.7301365;-0.0038913;+1.9231878;+0.0038913;-3.4450880;+855.2175923
+65.0;+1.1344640;-0.0244543;+2.7288713;-0.0041925;+2.0143872;+0.0041925;-3.6541212;+884.5177822
+66.0;+1.1519173;-0.0235627;+2.7279897;-0.0045249;+2.1107429;+0.0045249;-3.8804841;+916.1932191
+67.0;+1.1693706;-0.0227421;+2.7262700;-0.0049032;+2.2144423;+0.0049032;-4.1321053;+950.8218266
+68.0;+1.1868239;-0.0219512;+2.7249364;-0.0053317;+2.3266995;+0.0053317;-4.4119878;+989.1520441
+69.0;+1.2042772;-0.0212498;+2.7244627;-0.0058164;+2.4482847;+0.0058164;-4.7231289;+1031.5804923
+70.0;+1.2217305;-0.0206905;+2.7233523;-0.0063728;+2.5800932;+0.0063728;-5.0725401;+1078.5340986
