+1.2217305;3805;-65.0;-1.1344640;+0.0045420;+3.0151787;-0.0037287;-2.1193219;+0.0037287;-1.9299942;+183.1109570
+1.3089969;3457;-65.0;-1.1344640;+0.0011191;+3.4326677;-0.0029191;-2.1382559;+0.0029191;-0.3838138;-235.8766364
+1.3962634;1968;-65.0;-1.1344640;-0.0053891;+5.2595576;-0.0012788;-2.1750328;+0.0012788;+1.5369164;-229.6480545
+1.1344640;3957;-63.0;-1.0995574;-0.0048363;+3.6830610;-0.0022504;-1.9863003;+0.0022504;-0.8965145;-53.9261092
+1.2217305;3675;-63.0;-1.0995574;-0.0098088;+3.6548888;-0.0023311;-2.0111368;+0.0023311;-0.4598781;-204.6555564
+1.3089969;3357;-63.0;-1.0995574;+0.0067284;+3.2513518;-0.0027599;-1.9303902;+0.0027599;-0.4154965;-191.8318604
+1.3962634;1899;-63.0;-1.0995574;+0.0108684;+3.3548755;-0.0025513;-1.9109780;+0.0025513;+0.6429961;-84.2253547
+1.1344640;3808;-61.0;-1.0646508;-0.0095999;+3.9789293;-0.0017180;-1.8456124;+0.0017180;-0.2967434;-220.0640285
+1.2217305;3556;-61.0;-1.0646508;+0.0045464;+3.2244416;-0.0024851;-1.7848619;+0.0024851;-0.7872374;-74.5493180
+1.3089969;3271;-61.0;-1.0646508;-0.0102170;+3.4072438;-0.0023482;-1.8483347;+0.0023482;-0.1288774;-240.5378838
+1.3962634;1865;-61.0;-1.0646508;-0.0130656;+4.3145107;-0.0014800;-1.8609816;+0.0014800;+1.1298420;-140.7660967
+1.1344640;3677;-59.0;-1.0297443;-0.0126625;+3.8261726;-0.0016590;-1.7130454;+0.0016590;-0.3142608;-186.8667922
+1.2217305;3447;-59.0;-1.0297443;-0.0045582;+3.3668132;-0.0020845;-1.6815945;+0.0020845;-0.4403764;-147.8494946
+1.3089969;3185;-59.0;-1.0297443;+0.0024246;+3.2714653;-0.0021569;-1.6551758;+0.0021569;-0.1307221;-206.0190945
+1.3962634;1830;-59.0;-1.0297443;+0.0498687;+3.1950152;-0.0019482;-1.4905573;+0.0019482;+0.5359417;-21.2955802
+1.0471976;3743;-57.0;-0.9948377;+0.0123055;+3.7061162;-0.0014595;-1.4991502;+0.0014595;-0.5075951;-62.0823406
+1.1344640;3564;-57.0;-0.9948377;+0.0009448;+3.4031485;-0.0017916;-1.5366846;+0.0017916;-0.5971222;-64.0395567
+1.2217305;3350;-57.0;-0.9948377;-0.0052710;+3.4756902;-0.0017510;-1.5577799;+0.0017510;-0.1931800;-187.5929839
+1.3089969;3113;-57.0;-0.9948377;+0.0121949;+3.3859098;-0.0017491;-1.4995095;+0.0017491;+0.0739723;-221.6352274
+1.0471976;3618;-55.0;-0.9599311;+0.0090985;+3.4227277;-0.0015609;-1.4008460;+0.0015609;-0.6954642;+18.2970401
+1.1344640;3459;-55.0;-0.9599311;+0.0036840;+3.2617078;-0.0017453;-1.4170087;+0.0017453;-0.6179650;-35.7065757
+1.2217305;3263;-55.0;-0.9599311;+0.0047516;+3.3461034;-0.0016533;-1.4138024;+0.0016533;-0.2048062;-158.3539327
+1.3089969;3056;-55.0;-0.9599311;-0.0059131;+3.4268801;-0.0016251;-1.4462749;+0.0016251;+0.1331760;-225.7709271
+1.3962634;1796;-55.0;-0.9599311;+0.0157724;+3.5016502;-0.0014639;-1.3812585;+0.0014639;+0.6668690;-25.0086532
+1.0471976;3507;-53.0;-0.9250245;-0.0159408;+3.8785942;-0.0011828;-1.3720133;+0.0011828;-0.1963156;-146.7593131
+1.1344640;3363;-53.0;-0.9250245;+0.0016552;+3.3775027;-0.0014875;-1.3224848;+0.0014875;-0.3792386;-88.0954146
+1.2217305;3188;-53.0;-0.9250245;-0.0046642;+3.4116780;-0.0014826;-1.3400031;+0.0014826;-0.0966405;-170.8372332
+1.3962634;1762;-53.0;-0.9250245;-0.0111161;+3.2171250;-0.0016966;-1.3581978;+0.0016966;+0.5302449;-5.2662523
+0.9599311;3511;-51.0;-0.8901179;-0.0098407;+4.6465048;-0.0007399;-1.2600510;+0.0007399;+0.1820716;-246.4713269
+1.0471976;3404;-51.0;-0.8901179;+0.0048656;+3.3941502;-0.0013369;-1.2226849;+0.0013369;-0.5045392;-10.6812724
+1.1344640;3275;-51.0;-0.8901179;+0.0014295;+3.4906212;-0.0012747;-1.2312942;+0.0012747;-0.1989091;-122.6573322
+1.2217305;3123;-51.0;-0.8901179;-0.0026203;+3.3530538;-0.0013953;-1.2415348;+0.0013953;-0.0896147;-153.9050176
+1.3962634;1727;-51.0;-0.8901179;-0.0010484;+3.4459258;-0.0013160;-1.2375478;+0.0013160;+0.5979727;+0.4371436
+0.9599311;3402;-49.0;-0.8552113;+0.0096379;+3.6445924;-0.0010562;-1.1282212;+0.0010562;-0.3695324;-12.9369211
+1.0471976;3308;-49.0;-0.8552113;+0.0076405;+3.3324947;-0.0012691;-1.1327712;+0.0012691;-0.4700599;-5.6551882
+1.1344640;3197;-49.0;-0.8552113;+0.0012486;+3.3728749;-0.0012571;-1.1474717;+0.0012571;-0.2403119;-93.9347535
+1.2217305;3058;-49.0;-0.8552113;+0.0144704;+3.3995492;-0.0012009;-1.1172968;+0.0012009;-0.0067451;-149.9881793
+1.3962634;1727;-49.0;-0.8552113;-0.0256620;+3.1154431;-0.0015699;-1.2118176;+0.0015699;+0.4488342;+22.1112968
+0.8726646;3358;-47.0;-0.8203047;-0.0058693;+3.7797712;-0.0009408;-1.0850677;+0.0009408;-0.3656100;+22.4484130
+0.9599311;3306;-47.0;-0.8203047;+0.0073127;+3.3355806;-0.0011744;-1.0567687;+0.0011744;-0.5815106;+77.8385529
+1.0471976;3220;-47.0;-0.8203047;-0.0023108;+3.4646324;-0.0011111;-1.0773491;+0.0011111;-0.3026631;-48.5527666
