+00.0;+0.0000000;-0.0500899;+2.8349459;-0.0007700;-0.0501318;+0.0007700;-0.2511502;+350.0176699
+01.0;+0.0174533;-0.0496964;+2.8376186;-0.0007674;-0.0322543;+0.0007674;-0.2680187;+353.5595378
+02.0;+0.0349066;-0.0573513;+2.8857642;-0.0007416;-0.0224485;+0.0007416;-0.2677330;+354.0226700
+03.0;+0.0523599;-0.0549604;+2.8731976;-0.0007478;-0.0026005;+0.0007478;-0.2899795;+358.3246574
+04.0;+0.0698132;-0.0524878;+2.8436726;-0.0007636;+0.0173271;+0.0007636;-0.3161018;+362.8361788
+05.0;+0.0872665;-0.0523563;+2.8469829;-0.0007625;+0.0349243;+0.0007625;-0.3332786;+366.3165752
+06.0;+0.1047198;-0.0542859;+2.8503105;-0.0007617;+0.0504766;+0.0007617;-0.3485296;+369.1056679
+07.0;+0.1221730;-0.0557924;+2.8602593;-0.0007579;+0.0664784;+0.0007579;-0.3630140;+372.2029688
+08.0;+0.1396263;-0.0580411;+2.8734118;-0.0007526;+0.0817668;+0.0007526;-0.3762570;+374.6975390
+09.0;+0.1570796;-0.0517358;+2.8370277;-0.0007755;+0.1057352;+0.0007755;-0.4091760;+380.6953651
+10.0;+0.1745329;-0.0561335;+2.8554317;-0.0007678;+0.1189558;+0.0007678;-0.4193777;+382.7202250
+11.0;+0.1919862;-0.0549992;+2.8450547;-0.0007771;+0.1378504;+0.0007771;-0.4419156;+386.8066641
+12.0;+0.2094395;-0.0523629;+2.8348403;-0.0007874;+0.1583814;+0.0007874;-0.4664696;+391.4879248
+13.0;+0.2268928;-0.0540547;+2.8361233;-0.0007908;+0.1745800;+0.0007908;-0.4840092;+394.6243296
+14.0;+0.2443461;-0.0550751;+2.8382014;-0.0007944;+0.1915640;+0.0007944;-0.5024047;+397.9545566
+15.0;+0.2617994;-0.0530683;+2.8315857;-0.0008044;+0.2118162;+0.0008044;-0.5265721;+402.5162981
+16.0;+0.2792527;-0.0527699;+2.8282397;-0.0008127;+0.2304363;+0.0008127;-0.5484239;+406.4575747
+17.0;+0.2967060;-0.0507560;+2.8209666;-0.0008246;+0.2510323;+0.0008246;-0.5736715;+411.0731679
+18.0;+0.3141593;-0.0506069;+2.8193348;-0.0008331;+0.2698290;+0.0008331;-0.5958167;+415.0424607
+19.0;+0.3316126;-0.0514348;+2.8181499;-0.0008416;+0.2877468;+0.0008416;-0.6170470;+418.7638779
+20.0;+0.3490659;-0.0506827;+2.8160454;-0.0008520;+0.3075655;+0.0008520;-0.6409516;+423.1214662
+21.0;+0.3665191;-0.0519631;+2.8164619;-0.0008606;+0.3253585;+0.0008606;-0.6620749;+426.7380498
+22.0;+0.3839724;-0.0514316;+2.8121612;-0.0008737;+0.3453662;+0.0008737;-0.6872119;+431.2205467
+23.0;+0.4014257;-0.0511010;+2.8107109;-0.0008857;+0.3653966;+0.0008857;-0.7119478;+435.6496354
+24.0;+0.4188790;-0.0507175;+2.8075470;-0.0008997;+0.3857496;+0.0008997;-0.7377669;+440.1477677
+25.0;+0.4363323;-0.0499640;+2.8042610;-0.0009149;+0.4068159;+0.0009149;-0.7647867;+444.9225302
+26.0;+0.4537856;-0.0497636;+2.8034052;-0.0009290;+0.4275422;+0.0009290;-0.7910464;+449.4194975
+27.0;+0.4712389;-0.0503070;+2.8006315;-0.0009447;+0.4476907;+0.0009447;-0.8173456;+453.9531454
+28.0;+0.4886922;-0.0501053;+2.8008166;-0.0009600;+0.4690554;+0.0009600;-0.8446919;+458.6437147
+29.0;+0.5061455;-0.0493101;+2.7958349;-0.0009805;+0.4915135;+0.0009805;-0.8751556;+463.9108730
