+69.0;+1.2042772;-0.0211123;+2.7246002;-0.0058197;+2.4492463;+0.0058197;-4.7263935;+1032.3389961
+69.5;+1.2130038;-0.0174715;+2.7369012;-0.0061345;+2.5385120;+0.0061345;-4.9387996;+1064.5729164
+70.0;+1.2217305;-0.0172881;+2.7363750;-0.0064246;+2.6063755;+0.0064246;-5.1202111;+1088.8764350
+70.5;+1.2304571;-0.0185808;+2.7242416;-0.0067411;+2.6654562;+0.0067411;-5.3030994;+1109.9833166
+71.0;+1.2391838;-0.0219512;+2.6898610;-0.0071164;+2.7094959;+0.0071164;-5.4940152;+1135.6131598
+71.5;+1.2479104;-0.0320654;+2.6252485;-0.0074152;+2.6979652;+0.0074152;-5.5993847;+1141.6323591
+72.0;+1.2566371;-0.0381404;+2.5767547;-0.0078083;+2.7200759;+0.0078083;-5.7753092;+1161.3882378
+72.5;+1.2653637;-0.0441915;+2.5221954;-0.0082698;+2.7427119;+0.0082698;-5.9785039;+1183.3133368
+73.0;+1.2740904;-0.0539746;+2.4619214;-0.0086296;+2.7337346;+0.0086296;-6.1103150;+1194.0230013
+73.5;+1.2828170;-0.0573383;+2.4194908;-0.0092030;+2.7798527;+0.0092030;-6.3808153;+1226.1834175
+74.0;+1.2915436;-0.0628177;+2.3621582;-0.0098320;+2.8084517;+0.0098320;-6.6555160;+1255.8235834
+74.5;+1.3002703;-0.0694142;+2.3097179;-0.0104077;+2.8274977;+0.0104077;-6.8998330;+1281.4881036
+75.0;+1.3089969;-0.0742489;+2.2545883;-0.0111675;+2.8628945;+0.0111675;-7.2325271;+1317.8034907
+75.5;+1.3177236;-0.0737386;+2.2239965;-0.0121099;+2.9501482;+0.0121099;-7.6884993;+1374.8420539
+76.0;+1.3264502;-0.0853713;+2.1428289;-0.0128239;+2.9221892;+0.0128239;-7.9399408;+1392.9196251
+76.5;+1.3351769;-0.0921652;+2.0869464;-0.0136740;+2.9407310;+0.0136740;-8.2910881;+1428.8326415
+77.0;+1.3439035;-0.0976907;+2.0254243;-0.0147947;+2.9719094;+0.0147947;-8.7607730;+1477.5479246
+77.5;+1.3526302;-0.1032200;+1.9722923;-0.0159035;+3.0036478;+0.0159035;-9.2263661;+1526.3964925
+78.0;+1.3613568;-0.0986253;+1.9450246;-0.0177473;+3.1427259;+0.0177473;-10.0869004;+1629.3789399
+78.5;+1.3700835;-0.1149421;+1.8528471;-0.0186575;+3.0620918;+0.0186575;-10.3623876;+1642.6902747
+79.0;+1.3788101;-0.1172776;+1.7984904;-0.0206016;+3.1297335;+0.0206016;-11.1907236;+1731.3927412
+79.5;+1.3875368;-0.1083437;+1.7906837;-0.0232920;+3.3315601;+0.0232920;-12.4452635;+1880.5308641
+80.0;+1.3962634;-0.1111091;+1.7341959;-0.0258516;+3.4051489;+0.0258516;-13.5203809;+1993.6523555
+80.5;+1.4049900;-0.1330064;+1.6187866;-0.0271814;+3.2463756;+0.0271814;-13.8819244;+2005.3454121
+81.0;+1.4137167;-0.1365487;+1.5590919;-0.0303154;+3.3072231;+0.0303154;-15.1690270;+2137.9872845
+81.5;+1.4224433;-0.1378207;+1.5001701;-0.0344217;+3.3984649;+0.0344217;-16.8669966;+2313.2544840
+82.0;+1.4311700;-0.1416339;+1.4393535;-0.0386737;+3.4611746;+0.0386737;-18.5934196;+2487.9164646
+82.5;+1.4398966;-0.1450661;+1.3764427;-0.0438845;+3.5311790;+0.0438845;-20.7023126;+2700.5980134
+83.0;+1.4486233;-0.1488337;+1.3087262;-0.0502905;+3.5991646;+0.0502905;-23.2768175;+2959.0937505
+83.5;+1.4573499;-0.1162427;+1.3764570;-0.0628535;+4.2768774;+0.0628535;-28.8702107;+3587.6553892
+84.0;+1.4660766;-0.1513303;+1.1896903;-0.0679954;+3.8197610;+0.0679954;-30.4249835;+3680.0210770
+84.5;+1.4748032;-1.4748032;+0.0000000;+0.0000000;+0.0000000;+0.0000000;+0.0000000;+0.0000000
+85.0;+1.4835299;-0.1481967;+1.0778719;-0.0976216;+4.1681696;+0.0976216;-42.3655389;+4883.0222499
+85.5;+1.4922565;-0.1438312;+1.0214439;-0.1216382;+4.4226205;+0.1216382;-52.0172208;+5853.1983130
