+1.2217305;4170;-70.0;-1.2217305;+1.2217305;+0.0000000;+0.0000000;+0.0000000;+0.0000000;+0.0000000;+0.0000000
+1.2217305;4062;-69.0;-1.2042772;+0.0029547;+4.8190492;-0.0020382;-2.5822577;+0.0020382;+0.2546297;-509.3745146
+1.2217305;3964;-68.0;-1.1868239;+0.0272249;+2.5152415;-0.0061072;-2.2932862;+0.0061072;-4.5712007;+918.2794948
+1.2217305;3867;-67.0;-1.1693706;+0.0166711;+3.4881969;-0.0030774;-2.2507733;+0.0030774;-1.1528315;-47.2669119
+1.2217305;3791;-66.0;-1.1519173;+0.0049298;+4.5879709;-0.0017341;-2.2165638;+0.0017341;+0.3229754;-453.5002067
+1.2217305;3705;-65.0;-1.1344640;+0.0223597;+3.4060483;-0.0027140;-2.0250262;+0.0027140;-0.8952779;-80.9509949
+1.2217305;3640;-64.0;-1.1170107;+0.0198574;+3.6207722;-0.0022631;-1.9510008;+0.0022631;-0.4569327;-186.9062596
+1.2217305;3575;-63.0;-1.0995574;+0.0242505;+3.4176900;-0.0023377;-1.8502752;+0.0023377;-0.6089779;-128.2164616
+1.2217305;3510;-62.0;-1.0821041;+0.0172563;+3.5386064;-0.0020989;-1.8048862;+0.0020989;-0.3779448;-183.7634139
+1.2217305;3456;-61.0;-1.0646508;+0.0317730;+3.4812674;-0.0019403;-1.6761546;+0.0019403;-0.3223942;-170.4057907
+1.0471976;3857;-60.0;-1.0471976;+1.0471976;+0.0000000;+0.0000000;+0.0000000;+0.0000000;+0.0000000;+0.0000000
+1.2217305;3391;-60.0;-1.0471976;+0.0406939;+3.3909727;-0.0018768;-1.5799145;+0.0018768;-0.3306941;-150.3618571
+1.0471976;3783;-59.0;-1.0297443;+0.0044930;+6.2811110;-0.0005811;-1.6474673;+0.0005811;+0.8234287;-563.4565069
+1.2217305;3347;-59.0;-1.0297443;+0.0272416;+3.3808148;-0.0018645;-1.5660142;+0.0018645;-0.3171352;-153.9753067
+1.0471976;3709;-58.0;-1.0122910;+1.0122910;+0.0000000;+0.0000000;+0.0000000;+0.0000000;+0.0000000;+0.0000000
+1.2217305;3293;-58.0;-1.0122910;+0.0339387;+3.4422404;-0.0016708;-1.4856607;+0.0016708;-0.1851490;-172.0496339
+1.0471976;3643;-57.0;-0.9948377;+0.0147532;+3.3633903;-0.0017591;-1.4912305;+0.0017591;-0.9363486;+90.7922459
+1.2217305;3250;-57.0;-0.9948377;+0.0328435;+3.3977501;-0.0016349;-1.4344374;+0.0016349;-0.1873577;-162.3218321
+1.0471976;3577;-56.0;-0.9773844;+0.0240979;+3.4133260;-0.0015804;-1.4081406;+0.0015804;-0.7443409;+42.2897043
+1.2217305;3207;-56.0;-0.9773844;+0.0269315;+3.4858202;-0.0015033;-1.3997218;+0.0015033;-0.0795485;-183.9783981
+1.0471976;3518;-55.0;-0.9599311;+0.0137553;+3.6363969;-0.0013650;-1.3871403;+0.0013650;-0.4501948;-58.7154812
+1.2217305;3163;-55.0;-0.9599311;+0.0380429;+3.4788892;-0.0013966;-1.3184213;+0.0013966;-0.0446679;-176.0550621
+1.0471976;3459;-54.0;-0.9424778;+0.0210974;+3.4647818;-0.0014061;-1.3170316;+0.0014061;-0.5531090;-8.4936531
+1.2217305;3131;-54.0;-0.9424778;+0.0540739;+3.4347548;-0.0013156;-1.2305783;+0.0013156;-0.0455264;-156.8601796
+1.0471976;3407;-53.0;-0.9250245;+0.0153721;+3.5431445;-0.0013042;-1.2854471;+0.0013042;-0.4308716;-45.0487796
+1.2217305;3088;-53.0;-0.9250245;+0.0450263;+3.3327653;-0.0013690;-1.2096597;+0.0013690;-0.1072736;-139.2724578
+1.0471976;3356;-52.0;-0.9075712;+0.0261093;+3.3365876;-0.0013707;-1.2132717;+0.0013707;-0.5713425;+18.3209799
+1.2217305;3055;-52.0;-0.9075712;+0.0543867;+3.4808516;-0.0011782;-1.1456704;+0.0011782;+0.0193421;-157.3913432
+1.0471976;3304;-51.0;-0.8901179;+0.0296085;+3.4589838;-0.0012135;-1.1627532;+0.0012135;-0.4001792;-27.2677810
+1.2217305;3023;-51.0;-0.8901179;+0.0417357;+3.4271179;-0.0012022;-1.1346253;+0.0012022;-0.0074317;-150.0191468
+1.0471976;3252;-50.0;-0.8726646;+0.0268674;+3.4893944;-0.0011529;-1.1287298;+0.0011529;-0.3400296;-41.1633764
+1.2217305;2990;-50.0;-0.8726646;+0.0499171;+3.3402352;-0.0011958;-1.0776344;+0.0011958;-0.0511659;-127.4268217
+1.0471976;3208;-49.0;-0.8552113;+0.0229236;+3.4306581;-0.0011573;-1.0984685;+0.0011573;-0.3620921;-29.7728043
+1.2217305;2958;-49.0;-0.8552113;+0.0717363;+3.3411304;-0.0011017;-0.9961612;+0.0011017;-0.0372277;-113.8924566
+1.0471976;3164;-48.0;-0.8377580;+0.0213209;+3.4806148;-0.0010865;-1.0640877;+0.0010865;-0.2940001;-44.5173717
+1.2217305;2925;-48.0;-0.8377580;+0.0570207;+3.3328938;-0.0011011;-0.9907215;+0.0011011;-0.0355408;-114.6532866
+0.8726646;3258;-47.0;-0.8203047;+0.0136505;+3.9015472;-0.0008470;-1.0434422;+0.0008470;-0.2559121;-6.7484211
+1.0471976;3120;-47.0;-0.8203047;+0.0321153;+3.4621490;-0.0010357;-1.0055983;+0.0010357;-0.2766597;-35.8492464
+1.2217305;2893;-47.0;-0.8203047;+0.0597774;+3.3614532;-0.0010408;-0.9514557;+0.0010408;-0.0123687;-113.0512201
+0.8726646;3206;-46.0;-0.8028515;+0.0135463;+3.5396552;-0.0009931;-1.0078447;+0.0009931;-0.4977190;+92.4322913
+1.0471976;3083;-46.0;-0.8028515;+0.0271964;+3.5244122;-0.0009749;-0.9807011;+0.0009749;-0.2164779;-50.2277757
